cws_ID,cws_name,type,dist_system_class,max_treatment_class,principal_county_served,primary_water_source_type,project_water,lat,long,within_legalDelta,latitude,longitude,in_legal_delta,final_lat,final_long
CA3900962,RANCH COFFEE SHOP,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900964,SAHARA MOBILE COURT,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.98165482,-121.2687714,FALSE,37.98165482,-121.2687714
CA3900965,COLLEGEVILLE MARKET & CAFE,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900974,STAR MOTEL,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900978,SJ COUNTY-REDWOOD SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900983,CHERRY LANE TRAILER PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.99503225,-121.1705196,FALSE,37.99503225,-121.1705196
CA3900991,LA TORRES PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.74366162,-121.4611897,TRUE,37.74366162,-121.4611897
CA3900993,NEW JERUSALEM SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3900998,OASIS MARINA-RESORT,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901006,ARP MINIMART CORP WS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901010,ST FRANCIS YACHT CLUB,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901011,COUNTRY MARKET,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901014,BANTA ELEMENTARY SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901015,CORTI WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901031,132 INVESTMENTS WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.63546815,-121.2893807,FALSE,37.63546815,-121.2893807
CA3901032,LODI USD-TURNER ACADEMY,NTNC,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901041,LODI AIRPORT CAFE,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901046,COUNTRYSIDE LIQUORS & GAS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901074,TWIN OAKS MOBILE PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.06618068,-121.2618482,FALSE,38.06618068,-121.2618482
CA3901075,FAIRWAY ESTATES PWS CSA-18,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.16439482,-121.3057097,FALSE,38.16439482,-121.3057097
CA3901080,ALPINE MEATS INC,NTNC,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901081,MOBILE VILLAS TRAILER PARK,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.00219345,-121.2600413,FALSE,38.00219345,-121.2600413
CA3901082,ST JOSEPHS HOSPITAL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901085,LODI USD-DAVIS SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901086,PACIFIC BELL UE17L WATER SYSTEM,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901090,NORTH VALLEY SCHOOL PWS,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901092,SAN JOAQUIN WATER WORKS #2,C,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.13772386,-121.2056579,FALSE,38.13772386,-121.2056579
CA3901106,TRACY WILDLIFE ASSOC,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901107,JEFFERSON ESD-JEFFERSON SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901108,JAHANT FOOD N FUEL STOP,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901113,WALNUT ACRES,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.9985675,-121.2438275,FALSE,37.9985675,-121.2438275
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.05693785,-121.456537,TRUE,38.05693785,-121.456537
CA3901116,NAVARRA WATER SYSTEM,NC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901120,WIENERSCHNITZEL,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901123,MORADA CHEVRON FAST N EASY #60*,NC,NR,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901124,DENNY BOYS WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901131,BAY VALLEY ESTATES PWS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901159,WILKINSON MANOR A-ZONE PWS,C,D1,There are no treatment plants,SAN JOAQUIN,GWP,Neither,NA,NA,NA,38.04806361,-121.2504545,FALSE,38.04806361,-121.2504545
CA3901163,MUSD-NEW HAVEN SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901167,EUSD-VAN ALLEN SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901172,PAR COUNTRY ESTATES CSA-16,C,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.63507493,-121.4014786,FALSE,37.63507493,-121.4014786
CA3901176,PHILLIPS FARMS,NTNC,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901179,LODI WINE & BUSINESS CENTER,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901181,NORTHWEST PIPE COMPANY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901182,FINLEYS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901194,VALIMET INC,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901197,"OAK RIDGE WINERY, LLC",NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901205,LOWER SAC PLAZA,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901209,ST MARYS HIGH SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901213,SUNNY ROAD WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.8985998,-121.2176623,FALSE,37.8985998,-121.2176623
CA3901215,SAN JUAN VISTA,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.96465224,-121.2547039,FALSE,37.96465224,-121.2547039
CA3901216,SANTOS RANCH PWS #5-CSA #35,C,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.74651197,-121.5147747,TRUE,37.74651197,-121.5147747
CA3901217,HAYNES BOARD & CARE HOME,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.14107447,-121.1352354,FALSE,38.14107447,-121.1352354
CA3901231,ESCALON GOLF COURSE WS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901238,MOKELUMNE BEACH RV PARK,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901242,NEW 99 SPEEDWAY WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901245,CALIFORNIA FRUIT PROCESSORS,NC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901248,FLAG CITY WATER SYSTEM,NTNC,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901252,WATERLOO CALIFORNIA RESTAURANT,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901253,WATERLOO GUN & BOCCE CLUB,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901258,AT&T CALIFORNIA - UER47,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901276,HANOT FOUNDATION INC,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.13276165,-121.1407283,FALSE,38.13276165,-121.1407283
CA3901278,PLUG CONNECTION LODI,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901280,HORIZON CHRISTIAN FELLOWSHIP,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901282,CBUSO DBA WOODBRIDGE WINERY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901283,ZAPIEN MARKET,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901284,SJC SPORTS COMPLEX,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901285,VICTOR SERVICE CENTER,NTNC,D2,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901296,ITALIAN ATHLETIC CLUB,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901299,BANTA INN WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901301,PETES PLACE LLC,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901303,ACAMPO WATER SYSTEM,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.17337944,-121.279958,FALSE,38.17337944,-121.279958
CA3901304,ENCLAVE AT THE DELTA,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.05976894,-121.2541067,FALSE,38.05976894,-121.2541067
CA3901305,CARMELO INDUSTRIAL PARK,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901306,KELLOGG GARDEN PRODUCTS,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901308,YONGS BAR & GRILL WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901309,GLASSFAB TEMPERING SERVICES INC.,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901310,DARRIGOS WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901312,TURNER ROAD VINTNERS (EAST),NTNC,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901315,GAF MATERIALS CO,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901318,S M S BRINERS INC,NTNC,D1,T3,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901319,KNAPHEIDE TRUCK EQUIPMENT COMPANY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901320,CHARGIN-SOSSAMON WATER SYSTEM,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901322,MANTECA INDUSTRIAL PRK CSA-30,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901323,COZAD WATER SYSTEM,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901328,FAMILY MARKET WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901329,WEST KINGDOM HALL OF JEHOVAH'S WITNESSES,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901331,RIPON USD-COLONY OAK SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901336,WESTERN PALLET SUPPLY & LOGISTICS,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901337,MORADA ESTATES N PWS #46,C,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,38.05376886,-121.2490604,FALSE,38.05376886,-121.2490604
CA3901338,"DYNATECT RO-LAB, INC.",NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901341,RAUDEL DELGADO WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901342,"ZUCKERMAN, ROSCOE 39-316",NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901343,DEVIL MOUNTAIN WHOLESALE NURSERY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901344,ESCALON LIVESTOCK MKT,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901345,NORMANS NURSERY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901348,FAIROAKS PWS #44,C,D2,TD,SAN JOAQUIN,GW,Neither,NA,NA,NA,37.70280832,-121.4058476,TRUE,37.70280832,-121.4058476
CA3901350,BOETHING TREELAND FARMS INC,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901354,LARSEN RANCH 39-40/WATER SYSTEM,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901360,HOLIDAY HARBOR MARINA,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901365,"RIVER MILL, THE",NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901368,OM SCOTT & SONS/HYPONEX CORP,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901369,BASALITE - TRACY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901370,JIMMYS ONE STOP,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901371,LOCKEFORD SPRINGS GOLF COURSE,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901373,EUSD-GATEWAY CHARTER,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901377,FRENCH CAMP GOLF COURSE,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901378,SAN-I-PAK INC,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901382,O-G PACKING CO,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901387,STOCKTON BAPTIST CHURCH,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901388,P G & E-TURNER CUT WATER SYSTEM,NTNC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901390,FRANK C ALEGRE TRUCKING INC WS,NTNC,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901391,MCHENRY AVE RECREATION AREA,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901392,"ENVIROPLEX, INC",NTNC,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901393,TURNER ROAD VINTNERS (WEST),NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901394,CALVA PRODUCTS CO INC,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901397,"GURDAWARA, GUR NANAK PARKASH WATER SYSTE",NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901399,CHURCH OF JESUS CHRIST OF LDS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901400,VALLEY LANDSCAPING & MAINT INC,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901401,ZUCKERMAN HERITAGE-MCDONALD,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901402,FAITH COMMUNITY CHURCH OF THE NAZARENE,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901403,BEAR CREEK COMMUNITY CHURCH,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901404,BEAR CREEK WINERY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901406,SOUTHWINDS CHURCH OF TRACY,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901407,BURLINGTON NORTHERN SANTA FE,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901409,VALPICO INDUSTRIAL PARK,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901410,VAN RUITEN FAMILY WINERY,NC,NR,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901411,OAKMOORE CONGRE OF JEHOVAH WIT,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901412,KOREAN PRESBYTERIAN CHURCH,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901414,MCLAUGHLIN WASTE EQUIPMENT INC,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901416,"HOME CHURCH, THE",NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901417,J B HUNT TRANSPORT INC,NTNC,D1,T1,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901418,AUSTIN INDUSTRIAL PARK WATER SYSTEM,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901421,VIEJO LTD,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901422,ST MICHAELS WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901423,DOWN RIVER AN ITW COMPANY,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901424,DURHAM FERRY COMMUNITY SCHOOL,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901425,MORADA PRODUCE,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901426,HAVEN OF PEACE,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901428,IDLE WILD MARKET,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901429,MUSCO FAMILY OLIVE CO,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901430,VICTORIA ISLAND FARMS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901432,ST PATRICK CATHOLIC CHURCH WTR SYS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901433,KINGDOM HALL OF JEHOVAHS WITNESSES,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901435,COUNTRY MART DIESEL & GAS WATER SYS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901438,WOODBRIDGE PIZZA WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901439,LOCKEFORD HOLDINGS WATER DISTRICT LLC,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901441,LOVELACE TRANSFER STATION,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901442,TARDITI RENTALS WATER,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901443,JESSIES GROVE WINERY,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901445,PODESTA PACKING WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901447,OLD RIVER GOLF COURSE,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901449,BIGLIERI FARM MARKET,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901450,GICO VALLEY FARMS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901452,BEREA BAPTIST CHURCH STOCKTON CA,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901456,PRIMA FRUTTA PACKING,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901457,CLEMENTS RIDGE PRODUCE,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901459,JACOBS TERMINOUS MARKET,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901461,JENSEN PRECAST,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901462,RIPON VFW POST 1051 WATER SYSTEM,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901463,TULARE FARMS LLLP WATER SYSTEM,NTNC,D1,T2,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901464,DESHMESH DARBAR LODI/STK WATER SYS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901466,PARK GREEN HOUSES WATER SYSTEM,NTNC,D1,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901469,PASTOR ST BERNARD CHRCH WTR SYS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901470,DELRIO MARKET & DELI,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901471,FRESH INNOVATIONS LLC,NTNC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
CA3901472,INVESTORS OF KING ISLAND WATER SYS,NC,NR,There are no treatment plants,SAN JOAQUIN,GW,Neither,NA,NA,NA,NA,NA,NA,NA,NA
